Company_name,Rating,Location,Job_title,Description,Job_age,Easy_apply,Salary,Employees,Type_of_ownership,Sector,Founded,Industry,Revenue_USD,Friend_recommend,CEO_approval,Career_opportunities,Comp_&_benefits,Culture_&_values,Senior_management,Work/Life_balance,Pros,Cons,Benefits_rating,Benefits_reviews
PwC,3.9,Singapore,Junior Data Engineer,"Line of Service
Internal Firm Services
Industry/Sector
Not Applicable
Specialism
IFS - Information Technology (IT)
Management Level
Associate
We believe that challenges are better solved together. That's why you'll join a diverse, global community of solvers - an unexpected mix of people that come together to build trust in society and solve important problems. With us, you are encouraged to lead with your heart and values, and where your unique skills are developed and put to work in unexpected and exciting ways, superpowered by technology.

Firmwide Corporate Services

Our Firmwide Corporate Services unite to help build our competitive advantage with first class support internally. Spanning Administration, Business Development, Chairman’s Office, Compliance, Finance, Human Resources, Learning and Development, Legal, Marketing and Communications, Operations and Change Management, and Technology, we power our lines of services to make sure all of us have the right sources, services and technology to be the best we can be.

Not all of us work directly with external clients. Some of our most talented people choose to harness their skills, experience, expertise and service excellence within PwC. The possibilities are endless and our business landscape is changing everyday.
Degrees/Field of Study required:
Degrees/Field of Study preferred:
Not Specified
No
No",8d,False,,10000+,Company - Private,Financial Services,1998,Accounting & Tax,$5 to $10 billion,0.8,,4.1,3.5,3.9,3.7,3.0,"['""Good work / life balance"" (in 143 reviews)', '""In general there are good salaries"" (in 127 reviews)', '""Well organized company and great culture and on boarding"" (in 96 reviews)', '""management is good and friendly environment"" (in 61 reviews)', '""met many good people and various type of projects"" (in 85 reviews)']","['""no work life balance &gt;&gt;&gt; do you need more than that ...!"" (in 143 reviews)', '""Less Salary and sometime need to manage other work also including your project work"" (in 127 reviews)', '""Bad organizational culture in this company"" (in 96 reviews)', '""Bad hikes and management."" (in 61 reviews)', '""bad people"" (in 85 reviews)']",4.1,"['Maternity & Paternity Leave (389 comments)\n""It is very generous to male fathers and mothers""', 'Health Insurance (282 comments)\n""A lot of doctors in network""', 'Vacation & Paid Time Off (172 comments)\n""They are very flexible with the PTO you take""']"
EnCore Mindseek Pvt. Ltd.,,Queenstown Estate,Data Analytics Engineer,"Responsibilities
Good python skills and expertise in major machine learning libraries with at least one delivered data analytics product could be a good qualifier.
Develop data visualization and dashboards to help business stakeholders understand complex data sets.
Implement machine learning models to analyze and make predictions based on data.
Collaborate with other data and software engineers to ensure that data solutions are integrated with other systems and technologies.
Job Type: Full-time",30d+,True,SGD 45K (Employer est.),,,,,,,,,,,,,,,,,
DNA INFOTECH PTE. LTD.,4.2,Singapore,Data Engineer,"Hands on experience on relational databases (DB2, Oracle, MySql, etc.)
Ability to work directly with data and datastores through programming language such as SQL, Python, Java, etc.
Experience with a variety of data modeling techniques and data structures.
Ability to optimize data for analytics and data science.
Experience building/operating systems for data extraction, ingestion and processing of large data etswith ETL tool such as Informatica.
Knowledge and direct experience using business intelligence reporting toolssuch as Business objects and Power BI.
Experience building data products incrementally and integrating and managing datasets from multiple sources.",24h,False,SGD 6K - SGD 9K (Employer est.),201 to 500,Company - Public,,,,,1.0,,3.6,3.8,4.7,3.3,4.2,"['""culture, Salary, Freedom, Learning, Scope"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,
Roc Tech PTE. LTD,,Singapore,Data Production Engineer,"As a data engineer, you need to have a deep insight into data usage across the entire company and support Roc Tech’s trading, risk management, and product operations.
The job requires candidate to take on the challenge of keeping curious to cutting-edge technologies in the fields of quantitative trading and data mining, as we are continually looking for new potentially valuable data and leverage them to benifit our trading.
What you’ll do
Maintain and oversee internal data production pipeline;
Develop data ETL piprline, data management platform, and other relevant data systems;
Explore alternative data and perform preliminary data mining
We expect you to have
A bachelor’s degree in computer science, financial engineering, or related field;
Experience in developing data extraction, transformation, and load (ETL) pipelines in Python;

Comprehensive knowledge of relational databases (MySQL/SqlServer/Oracle) and experience with big data infrastructure;",30d+,True,SGD 180K - SGD 360K (Employer est.),,,,,,,,,,,,,,,,,
Castlery,4.7,Singapore,Data Engineer,"Castlery is looking for a Data Engineer to join our Supply Chain Strategy and Business Intelligence team.
As part of our Supply Chain Strategy and Business Intelligence team, your role as a Data Engineer will be to ensure that our team has the right infrastructure to perform analysis that helps in making better-informed business decisions.
You'll be building systems and that collect, manage and convert data into usable information for our team, and the details are as per below.
What you'll be doing
Define, collect, and model data from business processes or third parties to generate insights and drive strategic or continuous improvement initiatives for the whole company.",30d+,True,,51 to 200,Company - Private,Retail & Wholesale,2013,Home Furniture & Housewares Stores,,1.0,,4.6,4.4,4.5,4.6,4.5,"['""Colleagues are great and nice to work with, would highly recommend."" (in 7 reviews)', '""Amazing company and culture with a high achiever people"" (in 2 reviews)', '""There are open channels for communication and approachable colleagues who make the working environment conducive for learning and initiating impactful work."" (in 2 reviews)']","['""Some colleagues were distant."" (in 7 reviews)', '""Internal changes to management could be a lot smoother."" (in 3 reviews)', '""Sometimes work life balance is a challenge so be prepared!"" (in 3 reviews)']",,
THINK ARTHA ASIA PTE LTD,,Singapore,Data Engineer,"Requirement
· Minimum of 4 Years or more working experience as a Data Engineer/ETL Developer, Knowledge of industry tools/platforms like Talend is preferable
· Understanding concepts & have experience in Database performance tuning and SQL Query
· Understanding concept & have experience in performing, maintaining, and troubleshooting an ETL process from end-to-end
· Understand the data modeling and feature enrichment
· Experience with Data APIs, Python, GIT Technology, data warehousing",30d+,True,SGD 7K - SGD 8K (Employer est.),,,,,,,,,,,,,,,,,
Titansoft Pte Ltd,4.4,Singapore,Data Engineer,"About us

If you believe data makes the world go round, we believe we have found the one we are looking for. Our data and research team are the ultimate managers of data. Others see meaningless figures but they see value.
Our team are part of mathematician, part of computer scientist, and part of interpreters. Of data.

You will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for the data science teams. Provide support to our product developers, data analysts and data scientists to ensure that data is meaningful, consistent, and easily available for a wide array of projects and research.







Job Reference: TITANSOFT00115",30d+,False,,201 to 500,Company - Private,Information Technology,2005,Information Technology Support Services,,0.86,,3.9,4.1,4.3,4.0,3.7,"['""Good learning opportunity"" (in 5 reviews)', '""Friendly colleagues"" (in 3 reviews)', '""Good management"" (in 3 reviews)']","['""Pay is very average."" (in 3 reviews)', '""Even though for some projects, the development plans could be orchestrated with longer timeline, but the managers didn\'t want to and forced developers to work on weekend instead."" (in 3 reviews)']",,
OKBL PTE. LTD.,1.0,Singapore,Data Engineer,"About OKX
OKX is a leading crypto trading app, and a Web3 ecosystem. Trusted by more than 20 million global customers in over 180 international markets, OKX is known for being the fastest and most reliable crypto trading app of choice for investors and professional traders globally.
Since 2017, OKX has served a global community of people who share a common interest in participating in a new financial system that is designed to be a level playing field for everyone. We strive to educate people on the potential of crypto markets and how to invest Beyond the OKX trading app, our Web3 wallet, known as MetaX, is our latest offering for people looking to explore the world of NFTs and the metaverse while trading GameFi and DeFi tokens.",24h,False,SGD 10K - SGD 20K (Employer est.),,Company - Private,,,,,,,1.0,3.0,1.0,1.0,1.0,"['""Well Stocked Pantry Gym allowance / Learning and Development Fund / Team Building Fund"" (in 1 reviews)']","['""everyone else has to follow company policies except ""them"" Lack of transparency"" (in 1 reviews)']",,
LTA Land Transport Authority,3.7,Singapore,[LTA-ITCD] DATA ENGINEER / SCIENTIST,"[What the role is]

DATA ENGINEER / SCIENTIST

[What you will be working on]

You will work in a team of land transport specialists, data scientists, solution architects as well as infrastructure and cybersecurity engineers to build, expand and maintain an island-wide network of engineering and commuter-centric IoT sensors and big data platform. You will work on ingesting and analysing real-time and batch data to sense make commuting patterns and operations anomalies for improving overall journey experience. You will play a significant role as part of the Smart Nation initiatives and Land Transport Masterplan to shape Singapore’s land transport system to 2040.
You will need to understand business requirements, support project implementation and perform ETL on large amounts of data. The ability to analyse data quickly and provide decision support to stakeholders is a key part of this job function. You will develop statistical or probabilistic models to derive actionable insights which also includes performing daily, weekly and monthly reporting tasks, e.g. for monitoring the quality and consistency of the analytical outcomes as part of the overall operations and maintenance of a big data ecosystem. You will also work on designing dashboards and compelling visualizations for decision-making and management reporting.

[What we are looking for]",30d+,False,,5001 to 10000,Government,Government & Public Administration,1995,National Agencies,Less than $1 million,0.7,0.89,3.4,3.7,3.2,3.1,3.4,"['""Good work life balance throughout"" (in 55 reviews)', '""Good benefits and a lot of welfare."" (in 28 reviews)', '""good pay and lots of work which translates to growing oneself faster"" (in 50 reviews)', '""There is a good Career Progression"" (in 33 reviews)', '""Good work life balance Good management"" (in 27 reviews)']","['""No work life balance."" (in 55 reviews)', '""Bad benefits , boss not good"" (in 28 reviews)', '""there is slow career progression"" (in 33 reviews)', '""Need better advise from management"" (in 27 reviews)']",3.0,
Equinix,4.2,Queenstown Estate,Data Center Customer Operations Engineer II,"Data Center Customer Operations Engineer II
Equinix is the world’s digital infrastructure company, operating 240+ data centers across the globe and providing interconnections to all the key clouds and networks. Businesses need one place to simplify and bring together fragmented, complex infrastructure that spans private and public cloud environments. Our global platform allows customers to place infrastructure wherever they need it and connect it to everything they need to succeed.

We are a fast-growing global company with 20 years of consecutive quarterly growth*. Through our innovative portfolio of high-performance products and services, we have created the largest, most active global ecosystem of 10,000+ companies, including 2,100 networks and 3,000+ cloud and IT service providers in 32 countries spanning six continents.

Joining our operations team means that you will be at the forefront of all we do, maintaining critical facilities infrastructure as part of a close-knit team delivering best-in-class service to our data center customers. We embrace diversity in thought and contribution and are committed to providing an equitable work environment. that is foundational to our core values as a company and is vital to our success.",2d,False,,10000+,Company - Public,Information Technology,1998,Enterprise Software & Network Solutions,$1 to $5 billion,0.85,0.91,3.9,4.0,4.3,3.9,4.0,"['""Great Office Environment, Work life balance, Great leaders"" (in 29 reviews)', '""good culture, can learn alot"" (in 47 reviews)', '""life balance, good salary"" (in 35 reviews)', '""Good benefit and environment"" (in 19 reviews)', '""The people are great."" (in 34 reviews)']","['""No work life balance ."" (in 29 reviews)', '""1. Company has no values, culture and ethics."" (in 47 reviews)', '""base salary is not so competitive"" (in 35 reviews)', '""Diminished benefit Very little leaves Hard to convert to perm staff"" (in 19 reviews)', '""Not helpful people."" (in 34 reviews)']",4.4,"['Health Insurance (53 comments)\n""The health insurance options are all excellent - the bad news is health insurance in America is expensive even with good benefits.""', '401K Plan (29 comments)\n""Not available (not related) in Poland""', 'Vacation & Paid Time Off (28 comments)\n""The system used for tracking it rubbish""']"
Allied Container (Engineers & Manufacturers) Pte Ltd,,Tuas,Data Entry Clerk,"Please whatsapp us your resume at 98363756
Job Summary
Allied Container Group is a leading container haulage operator and yard operator founded in Singapore in 1975. We are dedicated in using technology to improve the lives of small businesses and consumers in the logistics sector.
As part of the team, we are looking for Data Entry Clerk
Job Highlights
We offer attractive salary commensurate with work experience
Great opportunities for learning & career advancement",30d+,True,SGD 2K - SGD 3K (Employer est.),,,,,,,,,,,,,,,,,
Horizon Corp,,Singapore,Data Center Engineer,"Role - Data Center Engineer
Location - Singapore
Duration - Long term contract (Payroll under R Systems)
Job description
To manage the overall availability and uptime of the Data Centres
To manage the Data Centre surveillance system
To manage the Data Centre physical access and control
To manage the Data Centre space, power and IT inventories",1 day ago,True,SGD 6K - SGD 7K (Employer est.),,Company - Public,,,,,,,,,,,,,,,
foodpanda Singapore,3.8,Singapore,Data Engineer (APAC),"foodpanda is the world's #1 online food ordering platform (website and mobile app), where hungry customers can order food for home delivery from their favourite restaurants, based on their location. Currently, we are operating in 48 countries and territories across Asia and Europe. We are looking for a talented Data Engineer to join our Regional Data team to help foodpanda make smart, data-driven business decisions.
We are looking for a data engineer to join our APAC data team to help foodpanda make smart, data-driven business decisions. As a Data Engineer, you'll be responsible to help build and ensure that our data solutions are optimized for speed, reliability, and accuracy. You'll work closely with our analysts and business teams to identify data requirements and develop innovative solutions to address their needs.
What you bring to the table:
Defines and builds scalable and sustainable data pipelines and solutions to enable faster, better, data-informed decision-making within the business",27d,True,SGD 86K - SGD 90K (Glassdoor est.),5001 to 10000,Company - Public,Information Technology,2012,Internet & Web Services,,0.71,0.81,3.5,3.6,3.8,3.3,3.8,"['""Good salaries and stock bonus"" (in 19 reviews)', '""Benefits has gone towards ""great"" from ""good""."" (in 13 reviews)', '""Full remote working, work life balance"" (in 13 reviews)', '""2. Good office."" (in 13 reviews)', '""I was lucky enough to be put in a team with an excellent manager."" (in 10 reviews)']","['""average salary"" (in 19 reviews)', '""Bad benefits"" (in 13 reviews)', '""Bad office"" (in 13 reviews)']",5.0,
Singtel Group,3.9,Singapore,Data Centre Engineer #FreshGraduate,"Data Centre Engineer #FreshGraduate

Date: 23-Mar-2023
Location: Singapore
Company: Singtel Group
At Singtel, we believe in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers. We strive to ensure all our people practices are non-discriminatory and provide a fair, performance-based work culture that is diverse, inclusive and collaborative.",30d+,False,,10000+,Company - Public,Telecommunications,1879,Telecommunications Services,$10+ billion,0.8,0.93,3.8,3.6,3.8,3.6,3.7,"['""Good salary"" (in 64 reviews)', '""work life balance is good"" (in 51 reviews)', '""Onboarding process was super smooth &amp; colleagues are friendly &amp; empathetic."" (in 52 reviews)', '""Good benefits and suitable for those with family"" (in 34 reviews)', '""Even though we are supposed to work as engineers, company outsource most of the task, we do management stuffs, good for management career only."" (in 35 reviews)']","['""Overall annual salary is Low."" (in 64 reviews)', '""No work life balance, sometimes night and weekend work"" (in 51 reviews)', '""Colleagues are mostly old people in my department."" (in 52 reviews)', '""Hierarchal Structure and some Benefits."" (in 34 reviews)', '""Poor management"" (in 35 reviews)']",,
